candidate,family,review_threshold,block_threshold,block_evidence,block_elevated_count,campaign_review_increment,campaign_block_increment,attack_devices,legitimate_devices,attack_review_or_higher_recall,attack_block_recall,attack_never_detected,legitimate_review_or_higher_rate,legitimate_block_rate,legitimate_reviewed_devices,legitimate_blocked_devices,median_first_review_attempt,p90_first_review_attempt,median_first_block_attempt,p90_first_block_attempt,eligible,constraint_failures
persistent_R0.45_B0.76_N3E2_C0.10/0.05,persistent,0.45,0.76,2,3,0.1,0.05,397,1769,0.8665,0.5617,53,0.0955,0.0057,169,10,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0955 > 0.06; repeated_genuine_failures block rate 0.1220 > 0.1; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
threshold_R0.45_B0.78,threshold,0.45,0.78,0,1,0.0,0.0,397,1769,0.8665,0.5567,53,0.1023,0.0062,181,11,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0062 > 0.006; legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.78_E2,evidence_gated,0.45,0.78,2,1,0.0,0.0,397,1769,0.8665,0.5567,53,0.1023,0.0062,181,11,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0062 > 0.006; legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.78_E3,evidence_gated,0.45,0.78,3,1,0.0,0.0,397,1769,0.8665,0.5491,53,0.1023,0.0062,181,11,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0062 > 0.006; legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.78_N2E1,persistent,0.45,0.78,1,2,0.0,0.0,397,1769,0.8665,0.5567,53,0.1023,0.0062,181,11,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0062 > 0.006; legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.78_N2E2,persistent,0.45,0.78,2,2,0.0,0.0,397,1769,0.8665,0.5567,53,0.1023,0.0062,181,11,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0062 > 0.006; legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.78_N3E1,persistent,0.45,0.78,1,3,0.0,0.0,397,1769,0.8665,0.5466,53,0.1023,0.0062,181,11,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0062 > 0.006; legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.78_N3E2,persistent,0.45,0.78,2,3,0.0,0.0,397,1769,0.8665,0.5466,53,0.1023,0.0062,181,11,3.0,4.699999999999989,5.0,7.0,False,legitimate block rate 0.0062 > 0.006; legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
threshold_R0.45_B0.78_C0.05/0.02,threshold,0.45,0.78,0,1,0.05,0.02,397,1769,0.8665,0.5466,53,0.0995,0.0051,176,9,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.78_E2_C0.05/0.02,evidence_gated,0.45,0.78,2,1,0.05,0.02,397,1769,0.8665,0.5466,53,0.0995,0.0051,176,9,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.78_E3_C0.05/0.02,evidence_gated,0.45,0.78,3,1,0.05,0.02,397,1769,0.8665,0.539,53,0.0995,0.0051,176,9,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.78_N2E1_C0.05/0.02,persistent,0.45,0.78,1,2,0.05,0.02,397,1769,0.8665,0.5466,53,0.0995,0.0051,176,9,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.78_N2E2_C0.05/0.02,persistent,0.45,0.78,2,2,0.05,0.02,397,1769,0.8665,0.5466,53,0.0995,0.0051,176,9,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.78_N3E1_C0.05/0.02,persistent,0.45,0.78,1,3,0.05,0.02,397,1769,0.8665,0.5365,53,0.0995,0.0051,176,9,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.78_N3E2_C0.05/0.02,persistent,0.45,0.78,2,3,0.05,0.02,397,1769,0.8665,0.5365,53,0.0995,0.0051,176,9,3.0,4.699999999999989,5.0,7.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
threshold_R0.45_B0.78_C0.10/0.05,threshold,0.45,0.78,0,1,0.1,0.05,397,1769,0.8665,0.5113,53,0.0955,0.0045,169,8,3.0,4.699999999999989,5.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.78_E2_C0.10/0.05,evidence_gated,0.45,0.78,2,1,0.1,0.05,397,1769,0.8665,0.5113,53,0.0955,0.0045,169,8,3.0,4.699999999999989,5.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.78_E3_C0.10/0.05,evidence_gated,0.45,0.78,3,1,0.1,0.05,397,1769,0.8665,0.5038,53,0.0955,0.0045,169,8,3.0,4.699999999999989,5.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.78_N2E1_C0.10/0.05,persistent,0.45,0.78,1,2,0.1,0.05,397,1769,0.8665,0.5113,53,0.0955,0.0045,169,8,3.0,4.699999999999989,5.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.78_N2E2_C0.10/0.05,persistent,0.45,0.78,2,2,0.1,0.05,397,1769,0.8665,0.5113,53,0.0955,0.0045,169,8,3.0,4.699999999999989,5.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.78_N3E1_C0.10/0.05,persistent,0.45,0.78,1,3,0.1,0.05,397,1769,0.8665,0.5013,53,0.0955,0.0045,169,8,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.78_N3E2_C0.10/0.05,persistent,0.45,0.78,2,3,0.1,0.05,397,1769,0.8665,0.5013,53,0.0955,0.0045,169,8,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
threshold_R0.45_B0.80,threshold,0.45,0.8,0,1,0.0,0.0,397,1769,0.8665,0.4987,53,0.1023,0.004,181,7,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.80_E2,evidence_gated,0.45,0.8,2,1,0.0,0.0,397,1769,0.8665,0.4987,53,0.1023,0.004,181,7,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.80_E3,evidence_gated,0.45,0.8,3,1,0.0,0.0,397,1769,0.8665,0.4962,53,0.1023,0.004,181,7,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.80_N2E1,persistent,0.45,0.8,1,2,0.0,0.0,397,1769,0.8665,0.4987,53,0.1023,0.004,181,7,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.80_N2E2,persistent,0.45,0.8,2,2,0.0,0.0,397,1769,0.8665,0.4987,53,0.1023,0.004,181,7,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.80_N3E1,persistent,0.45,0.8,1,3,0.0,0.0,397,1769,0.8665,0.4937,53,0.1023,0.004,181,7,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.80_N3E2,persistent,0.45,0.8,2,3,0.0,0.0,397,1769,0.8665,0.4937,53,0.1023,0.004,181,7,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
threshold_R0.45_B0.80_C0.05/0.02,threshold,0.45,0.8,0,1,0.05,0.02,397,1769,0.8665,0.4836,53,0.0995,0.0034,176,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.80_E2_C0.05/0.02,evidence_gated,0.45,0.8,2,1,0.05,0.02,397,1769,0.8665,0.4836,53,0.0995,0.0034,176,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.80_E3_C0.05/0.02,evidence_gated,0.45,0.8,3,1,0.05,0.02,397,1769,0.8665,0.4811,53,0.0995,0.0034,176,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.80_N2E1_C0.05/0.02,persistent,0.45,0.8,1,2,0.05,0.02,397,1769,0.8665,0.4836,53,0.0995,0.0034,176,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.80_N2E2_C0.05/0.02,persistent,0.45,0.8,2,2,0.05,0.02,397,1769,0.8665,0.4836,53,0.0995,0.0034,176,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.80_N3E1_C0.05/0.02,persistent,0.45,0.8,1,3,0.05,0.02,397,1769,0.8665,0.4786,53,0.0995,0.0034,176,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.80_N3E2_C0.05/0.02,persistent,0.45,0.8,2,3,0.05,0.02,397,1769,0.8665,0.4786,53,0.0995,0.0034,176,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
threshold_R0.45_B0.80_C0.10/0.05,threshold,0.45,0.8,0,1,0.1,0.05,397,1769,0.8665,0.4131,53,0.0955,0.0034,169,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.80_E2_C0.10/0.05,evidence_gated,0.45,0.8,2,1,0.1,0.05,397,1769,0.8665,0.4131,53,0.0955,0.0034,169,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.80_E3_C0.10/0.05,evidence_gated,0.45,0.8,3,1,0.1,0.05,397,1769,0.8665,0.4106,53,0.0955,0.0034,169,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.80_N2E1_C0.10/0.05,persistent,0.45,0.8,1,2,0.1,0.05,397,1769,0.8665,0.4131,53,0.0955,0.0034,169,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.80_N2E2_C0.10/0.05,persistent,0.45,0.8,2,2,0.1,0.05,397,1769,0.8665,0.4131,53,0.0955,0.0034,169,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.80_N3E1_C0.10/0.05,persistent,0.45,0.8,1,3,0.1,0.05,397,1769,0.8665,0.4081,53,0.0955,0.0034,169,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.80_N3E2_C0.10/0.05,persistent,0.45,0.8,2,3,0.1,0.05,397,1769,0.8665,0.4081,53,0.0955,0.0034,169,6,3.0,4.699999999999989,6.0,8.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
threshold_R0.45_B0.82,threshold,0.45,0.82,0,1,0.0,0.0,397,1769,0.8665,0.4005,53,0.1023,0.0017,181,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.82_E2,evidence_gated,0.45,0.82,2,1,0.0,0.0,397,1769,0.8665,0.4005,53,0.1023,0.0017,181,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
evidence_gated_R0.45_B0.82_E3,evidence_gated,0.45,0.82,3,1,0.0,0.0,397,1769,0.8665,0.4005,53,0.1023,0.0017,181,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.82_N2E1,persistent,0.45,0.82,1,2,0.0,0.0,397,1769,0.8665,0.4005,53,0.1023,0.0017,181,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.82_N2E2,persistent,0.45,0.82,2,2,0.0,0.0,397,1769,0.8665,0.4005,53,0.1023,0.0017,181,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.82_N3E1,persistent,0.45,0.82,1,3,0.0,0.0,397,1769,0.8665,0.4005,53,0.1023,0.0017,181,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
persistent_R0.45_B0.82_N3E2,persistent,0.45,0.82,2,3,0.0,0.0,397,1769,0.8665,0.4005,53,0.1023,0.0017,181,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.1023 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0240 > 0.015
threshold_R0.45_B0.82_C0.05/0.02,threshold,0.45,0.82,0,1,0.05,0.02,397,1769,0.8665,0.3602,53,0.0995,0.0017,176,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.82_E2_C0.05/0.02,evidence_gated,0.45,0.82,2,1,0.05,0.02,397,1769,0.8665,0.3602,53,0.0995,0.0017,176,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
evidence_gated_R0.45_B0.82_E3_C0.05/0.02,evidence_gated,0.45,0.82,3,1,0.05,0.02,397,1769,0.8665,0.3602,53,0.0995,0.0017,176,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.82_N2E1_C0.05/0.02,persistent,0.45,0.82,1,2,0.05,0.02,397,1769,0.8665,0.3602,53,0.0995,0.0017,176,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.82_N2E2_C0.05/0.02,persistent,0.45,0.82,2,2,0.05,0.02,397,1769,0.8665,0.3602,53,0.0995,0.0017,176,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.82_N3E1_C0.05/0.02,persistent,0.45,0.82,1,3,0.05,0.02,397,1769,0.8665,0.3602,53,0.0995,0.0017,176,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
persistent_R0.45_B0.82_N3E2_C0.05/0.02,persistent,0.45,0.82,2,3,0.05,0.02,397,1769,0.8665,0.3602,53,0.0995,0.0017,176,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0995 > 0.06; cold_start_customer review+ rate 0.0543 > 0.04; returning_customer review+ rate 0.0220 > 0.015
threshold_R0.45_B0.82_C0.10/0.05,threshold,0.45,0.82,0,1,0.1,0.05,397,1769,0.8665,0.33,53,0.0955,0.0017,169,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.82_E2_C0.10/0.05,evidence_gated,0.45,0.82,2,1,0.1,0.05,397,1769,0.8665,0.33,53,0.0955,0.0017,169,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
evidence_gated_R0.45_B0.82_E3_C0.10/0.05,evidence_gated,0.45,0.82,3,1,0.1,0.05,397,1769,0.8665,0.33,53,0.0955,0.0017,169,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.82_N2E1_C0.10/0.05,persistent,0.45,0.82,1,2,0.1,0.05,397,1769,0.8665,0.33,53,0.0955,0.0017,169,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.82_N2E2_C0.10/0.05,persistent,0.45,0.82,2,2,0.1,0.05,397,1769,0.8665,0.33,53,0.0955,0.0017,169,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.82_N3E1_C0.10/0.05,persistent,0.45,0.82,1,3,0.1,0.05,397,1769,0.8665,0.33,53,0.0955,0.0017,169,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
persistent_R0.45_B0.82_N3E2_C0.10/0.05,persistent,0.45,0.82,2,3,0.1,0.05,397,1769,0.8665,0.33,53,0.0955,0.0017,169,3,3.0,4.699999999999989,7.0,9.0,False,legitimate review+ rate 0.0955 > 0.06; cold_start_customer review+ rate 0.0519 > 0.04; returning_customer review+ rate 0.0200 > 0.015
threshold_R0.50_B0.70,threshold,0.5,0.7,0,1,0.0,0.0,397,1769,0.8564,0.7229,57,0.0803,0.0243,142,43,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0243 > 0.006; legitimate review+ rate 0.0803 > 0.06; block false positives are not materially rarer than review (block 0.0243, review 0.0803); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.1026 > 0.04"
evidence_gated_R0.50_B0.70_E2,evidence_gated,0.5,0.7,2,1,0.0,0.0,397,1769,0.8564,0.7128,57,0.0803,0.0237,142,42,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0237 > 0.006; legitimate review+ rate 0.0803 > 0.06; block false positives are not materially rarer than review (block 0.0237, review 0.0803); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.1026 > 0.04"
evidence_gated_R0.50_B0.70_E3,evidence_gated,0.5,0.7,3,1,0.0,0.0,397,1769,0.8564,0.6751,57,0.0803,0.022,142,39,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0220 > 0.006; legitimate review+ rate 0.0803 > 0.06; block false positives are not materially rarer than review (block 0.0220, review 0.0803); repeated_genuine_failures block rate 0.3171 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.1026 > 0.04"
persistent_R0.50_B0.70_N2E1,persistent,0.5,0.7,1,2,0.0,0.0,397,1769,0.8564,0.7028,57,0.0803,0.0237,142,42,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0237 > 0.006; legitimate review+ rate 0.0803 > 0.06; block false positives are not materially rarer than review (block 0.0237, review 0.0803); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.1026 > 0.04"
persistent_R0.50_B0.70_N2E2,persistent,0.5,0.7,2,2,0.0,0.0,397,1769,0.8564,0.6977,57,0.0803,0.0237,142,42,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0237 > 0.006; legitimate review+ rate 0.0803 > 0.06; block false positives are not materially rarer than review (block 0.0237, review 0.0803); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.1026 > 0.04"
persistent_R0.50_B0.70_N3E1,persistent,0.5,0.7,1,3,0.0,0.0,397,1769,0.8564,0.6171,57,0.0803,0.017,142,30,3.0,5.0,5.0,6.599999999999994,False,"legitimate block rate 0.0170 > 0.006; legitimate review+ rate 0.0803 > 0.06; block false positives are not materially rarer than review (block 0.0170, review 0.0803); repeated_genuine_failures block rate 0.2927 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0769 > 0.04"
persistent_R0.50_B0.70_N3E2,persistent,0.5,0.7,2,3,0.0,0.0,397,1769,0.8564,0.6171,57,0.0803,0.017,142,30,3.0,5.0,5.0,6.599999999999994,False,"legitimate block rate 0.0170 > 0.006; legitimate review+ rate 0.0803 > 0.06; block false positives are not materially rarer than review (block 0.0170, review 0.0803); repeated_genuine_failures block rate 0.2927 > 0.1; network_retry_storm block rate 0.1020 > 0.08; flash_sale_customer block rate 0.0769 > 0.04"
threshold_R0.50_B0.70_C0.05/0.02,threshold,0.5,0.7,0,1,0.05,0.02,397,1769,0.8564,0.7204,57,0.0763,0.0237,135,42,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0237 > 0.006; legitimate review+ rate 0.0763 > 0.06; block false positives are not materially rarer than review (block 0.0237, review 0.0763); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04"
evidence_gated_R0.50_B0.70_E2_C0.05/0.02,evidence_gated,0.5,0.7,2,1,0.05,0.02,397,1769,0.8564,0.7103,57,0.0763,0.0232,135,41,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0232 > 0.006; legitimate review+ rate 0.0763 > 0.06; block false positives are not materially rarer than review (block 0.0232, review 0.0763); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04"
evidence_gated_R0.50_B0.70_E3_C0.05/0.02,evidence_gated,0.5,0.7,3,1,0.05,0.02,397,1769,0.8564,0.6725,57,0.0763,0.0215,135,38,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0215 > 0.006; legitimate review+ rate 0.0763 > 0.06; block false positives are not materially rarer than review (block 0.0215, review 0.0763); repeated_genuine_failures block rate 0.3171 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04"
persistent_R0.50_B0.70_N2E1_C0.05/0.02,persistent,0.5,0.7,1,2,0.05,0.02,397,1769,0.8564,0.7003,57,0.0763,0.0232,135,41,3.0,5.0,4.0,6.0,False,"legitimate block rate 0.0232 > 0.006; legitimate review+ rate 0.0763 > 0.06; block false positives are not materially rarer than review (block 0.0232, review 0.0763); repeated_genuine_failures block rate 0.3415 > 0.1; network_retry_storm block rate 0.1429 > 0.08; flash_sale_customer block rate 0.0897 > 0.04"
