candidate,review_threshold,block_threshold,block_evidence,evidence_set,trust_suppression,campaign_review_increment,campaign_block_increment,attack_devices,legitimate_devices,attack_review_or_higher_recall,attack_block_recall,attack_never_detected,legitimate_review_or_higher_rate,legitimate_block_rate,legitimate_reviewed_devices,legitimate_blocked_devices,median_first_review_attempt,p90_first_review_attempt,median_first_block_attempt,p90_first_block_attempt,cumulative_attack_detection,eligible,constraint_failures
r0.6_b0.9_e1_v1_like_trust-none_camp0.05,0.6,0.9,1,v1_like,none,0.05,0.02,468,2133,0.9295,0.5085,33,0.0811,0.0089,173,19,3.0,5.0,7.0,13.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0021}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0556}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1303}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e1_v1_like_trust-moderate_camp0.05,0.6,0.9,1,v1_like,moderate,0.05,0.02,468,2133,0.9295,0.4979,33,0.0811,0.0089,173,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0021}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0556}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1303}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e1_v2_long_horizon_trust-none_camp0.05,0.6,0.9,1,v2_long_horizon,none,0.05,0.02,468,2133,0.9295,0.5214,33,0.0811,0.0089,173,19,3.0,5.0,7.0,13.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0021}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0662}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1432}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e1_v2_long_horizon_trust-moderate_camp0.05,0.6,0.9,1,v2_long_horizon,moderate,0.05,0.02,468,2133,0.9295,0.5107,33,0.0811,0.0089,173,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0021}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0662}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1432}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e1_v2_full_trust-none_camp0.05,0.6,0.9,1,v2_full,none,0.05,0.02,468,2133,0.9295,0.5278,33,0.0811,0.0089,173,19,3.0,5.0,7.0,13.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0043}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0385}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0769}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1496}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e1_v2_full_trust-moderate_camp0.05,0.6,0.9,1,v2_full,moderate,0.05,0.02,468,2133,0.9295,0.5171,33,0.0811,0.0089,173,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0043}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0385}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0769}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1496}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e2_v1_like_trust-none_camp0.05,0.6,0.9,2,v1_like,none,0.05,0.02,468,2133,0.9295,0.3953,33,0.0811,0.0089,173,19,3.0,5.0,9.0,14.599999999999994,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.0214}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e2_v1_like_trust-moderate_camp0.05,0.6,0.9,2,v1_like,moderate,0.05,0.02,468,2133,0.9295,0.3846,33,0.0811,0.0089,173,19,3.0,5.0,9.0,14.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.0214}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e2_v2_long_horizon_trust-none_camp0.05,0.6,0.9,2,v2_long_horizon,none,0.05,0.02,468,2133,0.9295,0.5043,33,0.0811,0.0089,173,19,3.0,5.0,7.0,13.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1261}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e2_v2_long_horizon_trust-moderate_camp0.05,0.6,0.9,2,v2_long_horizon,moderate,0.05,0.02,468,2133,0.9295,0.4936,33,0.0811,0.0089,173,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1261}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e2_v2_full_trust-none_camp0.05,0.6,0.9,2,v2_full,none,0.05,0.02,468,2133,0.9295,0.5278,33,0.0811,0.0089,173,19,3.0,5.0,7.0,13.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0043}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0385}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0769}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1496}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e2_v2_full_trust-moderate_camp0.05,0.6,0.9,2,v2_full,moderate,0.05,0.02,468,2133,0.9295,0.5171,33,0.0811,0.0089,173,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0043}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0385}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0769}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.1496}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e3_v1_like_trust-none_camp0.05,0.6,0.9,3,v1_like,none,0.05,0.02,468,2133,0.9295,0.3632,33,0.0811,0.007,173,15,3.0,5.0,9.0,15.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.0128}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e3_v1_like_trust-moderate_camp0.05,0.6,0.9,3,v1_like,moderate,0.05,0.02,468,2133,0.9295,0.3526,33,0.0811,0.007,173,15,3.0,5.0,9.0,15.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.0128}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e3_v2_long_horizon_trust-none_camp0.05,0.6,0.9,3,v2_long_horizon,none,0.05,0.02,468,2133,0.9295,0.4509,33,0.0811,0.0089,173,19,3.0,5.0,8.0,14.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.0726}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e3_v2_long_horizon_trust-moderate_camp0.05,0.6,0.9,3,v2_long_horizon,moderate,0.05,0.02,468,2133,0.9295,0.4402,33,0.0811,0.0089,173,19,3.0,5.0,8.0,13.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.0726}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e3_v2_full_trust-none_camp0.05,0.6,0.9,3,v2_full,none,0.05,0.02,468,2133,0.9295,0.5192,33,0.0811,0.0089,173,19,3.0,5.0,7.0,13.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0021}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0641}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.141}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.6_b0.9_e3_v2_full_trust-moderate_camp0.05,0.6,0.9,3,v2_full,moderate,0.05,0.02,468,2133,0.9295,0.5085,33,0.0811,0.0089,173,19,3.0,5.0,7.0,12.0,"{'1': {'review_or_higher_rate': 0.0919, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2607, 'block_rate': 0.0021}, '3': {'review_or_higher_rate': 0.5064, 'block_rate': 0.0641}, '5': {'review_or_higher_rate': 0.8504, 'block_rate': 0.141}}",False,legitimate review+ rate 0.0811 > 0.06; subscription_dunning review+ rate 0.3380 > 0.3000
r0.65_b0.75_e1_v1_like_trust-none_camp0.0,0.65,0.75,1,v1_like,none,0.0,0.0,468,2133,0.9167,0.8013,39,0.0727,0.0516,155,110,4.0,6.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0256}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.1966}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.6517}}",False,"legitimate block rate 0.0516 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0516, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e1_v1_like_trust-moderate_camp0.0,0.65,0.75,1,v1_like,moderate,0.0,0.0,468,2133,0.9167,0.7863,39,0.0727,0.0511,155,109,4.0,6.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0256}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.1966}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.6517}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e1_v2_long_horizon_trust-none_camp0.0,0.65,0.75,1,v2_long_horizon,none,0.0,0.0,468,2133,0.9167,0.8248,39,0.0727,0.0525,155,112,4.0,6.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0256}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.2265}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.6752}}",False,"legitimate block rate 0.0525 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0525, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e1_v2_long_horizon_trust-moderate_camp0.0,0.65,0.75,1,v2_long_horizon,moderate,0.0,0.0,468,2133,0.9167,0.8098,39,0.0727,0.052,155,111,4.0,6.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0256}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.2265}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.6752}}",False,"legitimate block rate 0.0520 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0520, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e1_v2_full_trust-none_camp0.0,0.65,0.75,1,v2_full,none,0.0,0.0,468,2133,0.9167,0.8632,39,0.0727,0.0525,155,112,4.0,6.0,4.0,6.699999999999989,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0406}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.1709}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.2778}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.7137}}",False,"legitimate block rate 0.0525 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0525, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e1_v2_full_trust-moderate_camp0.0,0.65,0.75,1,v2_full,moderate,0.0,0.0,468,2133,0.9167,0.8483,39,0.0727,0.052,155,111,4.0,6.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0406}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.1709}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.2778}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.7137}}",False,"legitimate block rate 0.0520 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0520, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e2_v1_like_trust-none_camp0.0,0.65,0.75,2,v1_like,none,0.0,0.0,468,2133,0.9167,0.6261,39,0.0727,0.0483,155,103,4.0,6.0,5.0,9.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.4359}}",False,"legitimate block rate 0.0483 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0483, review 0.0727); subscription_dunning block rate 0.2676 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0800 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e2_v1_like_trust-moderate_camp0.0,0.65,0.75,2,v1_like,moderate,0.0,0.0,468,2133,0.9167,0.609,39,0.0727,0.0478,155,102,4.0,6.0,4.0,8.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.4359}}",False,"legitimate block rate 0.0478 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0478, review 0.0727); subscription_dunning block rate 0.2676 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0800 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e2_v2_long_horizon_trust-none_camp0.0,0.65,0.75,2,v2_long_horizon,none,0.0,0.0,468,2133,0.9167,0.7885,39,0.0727,0.0525,155,112,4.0,6.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.1517}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.6218}}",False,"legitimate block rate 0.0525 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0525, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e2_v2_long_horizon_trust-moderate_camp0.0,0.65,0.75,2,v2_long_horizon,moderate,0.0,0.0,468,2133,0.9167,0.7714,39,0.0727,0.052,155,111,4.0,6.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.1517}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.6218}}",False,"legitimate block rate 0.0520 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0520, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e2_v2_full_trust-none_camp0.0,0.65,0.75,2,v2_full,none,0.0,0.0,468,2133,0.9167,0.8611,39,0.0727,0.0525,155,112,4.0,6.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0385}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.1667}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.2671}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.7009}}",False,"legitimate block rate 0.0525 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0525, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e2_v2_full_trust-moderate_camp0.0,0.65,0.75,2,v2_full,moderate,0.0,0.0,468,2133,0.9167,0.844,39,0.0727,0.052,155,111,4.0,6.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0385}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.1667}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.2671}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.7009}}",False,"legitimate block rate 0.0520 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0520, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e3_v1_like_trust-none_camp0.0,0.65,0.75,3,v1_like,none,0.0,0.0,468,2133,0.9167,0.5534,39,0.0727,0.0295,155,63,4.0,6.0,5.0,11.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.0214}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.3739}}",False,"legitimate block rate 0.0295 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0295, review 0.0727); network_retry_storm block rate 0.1270 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; subscription_dunning block rate 0.1127 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e3_v1_like_trust-moderate_camp0.0,0.65,0.75,3,v1_like,moderate,0.0,0.0,468,2133,0.9167,0.5342,39,0.0727,0.0286,155,61,4.0,6.0,5.0,9.099999999999994,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.0214}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.3739}}",False,"legitimate block rate 0.0286 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0286, review 0.0727); network_retry_storm block rate 0.1270 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; subscription_dunning block rate 0.1127 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e3_v2_long_horizon_trust-none_camp0.0,0.65,0.75,3,v2_long_horizon,none,0.0,0.0,468,2133,0.9167,0.6859,39,0.0727,0.0502,155,107,4.0,6.0,5.0,8.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.0235}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.4979}}",False,"legitimate block rate 0.0502 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0502, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0900 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e3_v2_long_horizon_trust-moderate_camp0.0,0.65,0.75,3,v2_long_horizon,moderate,0.0,0.0,468,2133,0.9167,0.6688,39,0.0727,0.0502,155,107,4.0,6.0,5.0,7.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.0235}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.4979}}",False,"legitimate block rate 0.0502 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0502, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0900 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.65_b0.75_e3_v2_full_trust-none_camp0.0,0.65,0.75,3,v2_full,none,0.0,0.0,468,2133,0.9167,0.812,39,0.0727,0.052,155,111,4.0,6.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.062, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2286, 'block_rate': 0.015}, '3': {'review_or_higher_rate': 0.4316, 'block_rate': 0.1923}, '5': {'review_or_higher_rate': 0.8226, 'block_rate': 0.641}}",False,"legitimate block rate 0.0520 > 0.01; legitimate review+ rate 0.0727 > 0.06; block false positives are not materially rarer than review (block 0.0520, review 0.0727); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3239 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
